book_rating,book_title,kindle_price
4.1 out of 5 stars,The Spanish Daughter: A Gripping Historical Novel Perfect for Book Clubs,$0.00
4.6 out of 5 stars,Ender's Game (Ender Quintet Book 1),$0.00
4.6 out of 5 stars,"The Fall of Hyperion (Hyperion Cantos, Book 2)",$5.99
4.9 out of 5 stars,Antichrist and Apocalypse: The 21 Prophecies of Revelation Unveiled and Described,$9.99
4.6 out of 5 stars,Senseless (The Game Series Book 9),$0.00
4.5 out of 5 stars,A Seagrove Christmas (South Carolina Sunsets Book 6),$4.99
4.5 out of 5 stars,Lords of Wrath (Dark College Bully Romance) : Royals of Forsyth University,$0.00
4.5 out of 5 stars,Just This Once: A Billionaire Boss Romance,$0.00
4.8 out of 5 stars,Vacuuming in the Nude: And Other Ways to Get Attention,$13.99
4.7 out of 5 stars,The Concrete Blonde (A Harry Bosch Novel Book 3),$9.99
4.5 out of 5 stars,Looking to Score (The New York Nighthawks Book 5),$0.00
4.5 out of 5 stars,The Book of Longings: A Novel,$11.99
4.4 out of 5 stars,The Last of the Moon Girls,$0.00
4.4 out of 5 stars,Lords of Pain (Dark College Bully Romance): Royals of Forsyth University,$0.00
4.1 out of 5 stars,American Demon: Eliot Ness and the Hunt for America's Jack the Ripper,$14.99
4.4 out of 5 stars,Lying Next to Me,$0.00
4.5 out of 5 stars,"The 4-Hour Workweek, Expanded and Updated: Expanded and Updated, With Over 100 New Pages of Cutting-Edge Content.",$10.99
4.8 out of 5 stars,"The Trials of Apollo, Book Three: The Burning Maze",$7.99
4.5 out of 5 stars,Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life) (The Surrounded by Idiots Series),$0.00
4.5 out of 5 stars,Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life) (The Surrounded by Idiots Series),$0.00
4.5 out of 5 stars,Keeping You: A steamy small town romance (Chikalu Falls Book 2),$0.00
4.5 out of 5 stars,Good to Great: Why Some Companies Make the Leap...And Others Don't,$15.99
4.2 out of 5 stars,Sleet Kitten: Book One of the Sleet Series,$0.00
4.1 out of 5 stars,Free Fall: An Enemies-to-Lovers Romance (Spring Hill Blues Book 1),$0.00
4.6 out of 5 stars,No More Mr. Nice Guy,$9.99
4.6 out of 5 stars,The Destructionists: The Twenty-Five Year Crack-Up of the Republican Party,$14.99
4.4 out of 5 stars,Marked by Him (Club V Book 1),$0.00
4.5 out of 5 stars,Billionaire Mogul—Beckett: A Boss Romance,$0.00
4.6 out of 5 stars,Counter Strike (Command and Control Book 2),$0.00
4.5 out of 5 stars,A Truth to Lie For: An Elena Standish Novel,$13.99
4.6 out of 5 stars,The Devil and the Debutante (The Heart of a Duke Book 20),$4.99
4.6 out of 5 stars,"Guns, Germs, and Steel: The Fates of Human Societies (20th Anniversary Edition)",$10.35
4.3 out of 5 stars,2 Sisters Detective Agency,$9.99
4.6 out of 5 stars,Paradise Valley: A Cassie Dewell Novel (Highway (feat. Cody Hoyt / Cassie Dewell) Book 4),$9.99
4.4 out of 5 stars,His Pretty Little Burden: An Age Gap Mafia Romance (Kids of The District Book 4),$0.00
4.7 out of 5 stars,Apocalypse Redux - Book One: A LitRPG Time Regression Adventure,$0.00
5.0 out of 5 stars,The Alpha's Fairy Princess Bride: Volume 1 (Ribbon Series),$2.99
4.3 out of 5 stars,Nothing Ventured (William Warwick Novels Book 1),$9.99
4.4 out of 5 stars,The One Who Loves You (Tickled Pink Book 1),$0.00
4.4 out of 5 stars,The Cabin on Willow Lake (Ava James FBI Mystery Book 4),$0.00
4.4 out of 5 stars,"The Magnolia Inn: A Sweet, Small Town Story (The Red Stiletto Book Club 1)",$3.99
4.5 out of 5 stars,Silver Lining: Romantic suspense standalone novel,$4.99
4.6 out of 5 stars,The Words We Whisper,$0.00
4.6 out of 5 stars,Bastille vs. the Evil Librarians (Alcatraz Versus the Evil Librarians Book 6),$10.99
4.4 out of 5 stars,The Kiss Quotient,$7.99
4.7 out of 5 stars,Iron Ember (Skye Druids Book 1),$5.99
4.5 out of 5 stars,"The Daughters Of Yalta: The Churchills, Roosevelts, and Harrimans: A Story of Love and War",$10.99
4.5 out of 5 stars,The Italian,$0.00
4.4 out of 5 stars,The English Bookshop,$0.00
4.7 out of 5 stars,Renegade Star: The Complete Series: Books 1-16,$0.00
4.0 out of 5 stars,Flying Solo: A Novel,$13.99
4.6 out of 5 stars,A Darkness More Than Night (A Harry Bosch Novel Book 7),$9.99
4.7 out of 5 stars,A Prayer for the Crown-Shy: A Monk and Robot Book (Monk & Robot 2),$11.99
4.8 out of 5 stars,The Lord of the Rings Illustrated,$24.99
4.4 out of 5 stars,Blood on Balthazar (Harry Bauer Book 13),$0.00
4.5 out of 5 stars,The Girl in His Shadow: A Novel,$7.12
4.4 out of 5 stars,This Is Happiness,$9.99
4.5 out of 5 stars,American Psycho (Vintage Contemporaries),$12.99
4.7 out of 5 stars,The 20th Victim (A Women's Murder Club Thriller),$9.99
4.3 out of 5 stars,American Queen,$5.99
4.6 out of 5 stars,Lighthouse Cove (South Carolina Sunsets Book 7),$4.99
4.5 out of 5 stars,The Last House on the Street: A Novel,$14.99
4.7 out of 5 stars,The Closers (A Harry Bosch Novel Book 11),$10.99
4.6 out of 5 stars,"Beauty and Valor (D'Vaire, Book 32)",$0.00
4.5 out of 5 stars,Foundryside: A Novel (The Founders Trilogy Book 1),$11.99
4.2 out of 5 stars,Nine Perfect Strangers,$0.00
4.7 out of 5 stars,"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming",$23.99
4.7 out of 5 stars,"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming",$23.99
4.6 out of 5 stars,"The Holy Word for Morning Revival - Crystallization-study of 1 and 2 Kings, Vol. 01",$3.50
4.7 out of 5 stars,The Tower of Swallows (The Witcher Book 6 / The Witcher Saga Novels Book 4),$9.99
4.6 out of 5 stars,Beneath The Willow Tree (South Carolina Sunsets Book 8),$4.99
4.1 out of 5 stars,The Twisted Ones,$1.99
4.3 out of 5 stars,Reluctantly Home,$0.00
5.0 out of 5 stars,Hawick: An O'Brien Tale (The O'Brien Tales Book 9),$4.99
4.6 out of 5 stars,Ink's Whirlwind (Iron Punishers MC Book 2),$0.00
4.4 out of 5 stars,An Ace and A Pair (A Dead Cold Mystery Book 1),$0.00
4.6 out of 5 stars,"The Lies of Locke Lamora (Gentleman Bastards, Book 1)",$3.99
4.1 out of 5 stars,Gone Girl: A Novel,$12.99
4.5 out of 5 stars,"Do I Stay Christian?: A Guide for the Doubters, the Disappointed, and the Disillusioned",$14.99
4.2 out of 5 stars,Such a Fun Age,$12.99
4.7 out of 5 stars,This Potion is da Bomb (The Case Files of Henri Davenforth Book 8),$0.00
4.6 out of 5 stars,Wait for It,$0.00
4.5 out of 5 stars,The Once and Future Witches,$9.99
4.6 out of 5 stars,Lifespan: Why We Age—and Why We Don't Have To,$0.00
4.5 out of 5 stars,Havoc at Prescott High (The Havoc Boys Book 1),$0.00
4.5 out of 5 stars,A Wolf in Sheep's Clothing (The Wolfverse),$0.00
4.5 out of 5 stars,The Hero of This Book: A Novel,$13.99
4.5 out of 5 stars,Alexius: Dark Mafia Romance (Dark Sovereign Book 1),$0.00
4.6 out of 5 stars,Forbidden Honor (Dragon Royals Book 1),$0.00
4.6 out of 5 stars,The Third Option (Mitch Rapp Book 4),$13.99
4.8 out of 5 stars,Snowed In for Christmas: A Novel,$10.99
4.2 out of 5 stars,The Woman in Cabin 10,$12.99
4.5 out of 5 stars,Marrying a Cowgirl (Callahans of Copper Creek Book 2),$0.00
4.0 out of 5 stars,Viral,$4.99
4.3 out of 5 stars,The Staff Engineer's Path,$19.99
4.5 out of 5 stars,1st to Die (Women's Murder Club),$7.99
4.3 out of 5 stars,Marriage For One,$0.00
4.5 out of 5 stars,The Shadow of the Wind (The Cemetery of Forgotten Book 1),$14.99
4.5 out of 5 stars,The Dragon Republic (The Poppy War Book 2),$11.99
4.4 out of 5 stars,Beautiful Carnage (Savage Society of Emerald Hills Book 1),$0.00
4.5 out of 5 stars,Sin & Chocolate (Demigods of San Francisco Book 1),$0.00
4.8 out of 5 stars,Dragon's Justice 5,$0.00
4.4 out of 5 stars,Toxic: A Dark Mafia Romance (Mafia Wars New York Book 1),$0.00
4.6 out of 5 stars,Two for the Show (Hughes Book 2),$5.99
4.6 out of 5 stars,The Rules of Magic: A Novel (The Practical Magic Series Book 2),$12.99
4.1 out of 5 stars,My Evil Mother: A Short Story,$0.00
4.6 out of 5 stars,The Play (Briar U Book 3),$4.99
4.2 out of 5 stars,Drive Your Plow Over the Bones of the Dead: A Novel,$12.99
4.4 out of 5 stars,Existential Physics: A Scientist's Guide to Life's Biggest Questions,$15.99
4.7 out of 5 stars,Nora Roberts Three Sisters Island Trilogy,$15.99
5.0 out of 5 stars,Holy Word for Morning Revival - Taking the Way of Enjoying Christ as the Tree of Life,$3.50
4.6 out of 5 stars,Near Dark: A Thriller (The Scot Harvath Series Book 19),$13.99
4.9 out of 5 stars,"You Owe You: Ignite Your Power, Your Purpose, and Your Why",$13.99
4.5 out of 5 stars,Telling Tales: A Vera Stanhope Mystery,$0.00
4.8 out of 5 stars,Free Life Fantasy Online: Immortal Princess (Light Novel) Vol. 1,$9.99
4.6 out of 5 stars,"Dirty Like Me: A Hot Rockstar Romance (Dirty, Book 1)",$0.00
4.5 out of 5 stars,Sinners Condemned : An Enemies to Lovers Mafia Romance (Sinners Anonymous Book 2),$0.00
4.3 out of 5 stars,Collapse (Too Old To Die Book 7),$0.00
4.8 out of 5 stars,Divergent Series Ultimate Four-Book Collection: Divergent; Insurgent; Allegiant; Four,$22.49
4.6 out of 5 stars,Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe,$11.99
4.9 out of 5 stars,"Uncle John's Awesome 35th Anniversary Bathroom Reader: Facts, don't fail me now! (Uncle John's Bathroom Reader Annual)",$13.99
4.2 out of 5 stars,The Foundling: A Novel,$13.99
4.4 out of 5 stars,Bound to Deception: A Dark Mafia Romance (Doubeck Crime Family Book 5),$0.00
4.5 out of 5 stars,The Courage to Be Disliked: The Japanese Phenomenon That Shows You How to Change Your Life and Achieve Real Happiness,$13.99
4.3 out of 5 stars,Hopelessly Devoted: Suspenseful Motorcycle Club Romance (Bayou Devils MC Book 1),$0.00
4.3 out of 5 stars,Pines: Wayward Pines: 1 (The Wayward Pines Trilogy),$7.99
4.4 out of 5 stars,Watching You: A Novel,$12.99
4.7 out of 5 stars,"Invisible Child: Poverty, Survival & Hope in an American City (Pulitzer Prize Winner)",$11.99
4.6 out of 5 stars,Zodiac Academy: The Awakening As Told By The Boys,$0.00
4.7 out of 5 stars,A Grimm Sacrifice: A Military Sci-Fi Series (Grimm's War Book 4),$0.00
4.4 out of 5 stars,If He Had Been with Me,$0.00
4.3 out of 5 stars,Perfect Grump: An Enemies to Lovers Romance (Bad Chicago Bosses),$0.00
4.7 out of 5 stars,"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",$11.99
4.3 out of 5 stars,Nothing More to Tell,$10.99
4.4 out of 5 stars,Winter Work: A novel,$13.99
4.9 out of 5 stars,The Duelist 11,$0.00
4.4 out of 5 stars,Honeysuckle Season,$0.00
4.2 out of 5 stars,The Nursery: An absolutely gripping and unputdownable psychological thriller,$0.00
4.5 out of 5 stars,Don't Believe It,$0.00
4.4 out of 5 stars,The Heron's Cry: A Detective Matthew Venn Novel (The Two Rivers Series Book 2),$11.99
4.8 out of 5 stars,Magical Midlife Meeting: A Paranormal Women's Fiction Novel (Leveling Up Book 5),$0.00
4.2 out of 5 stars,The Book of Cold Cases,$14.99
4.3 out of 5 stars,In Bloom: Three Delightful Love Stories Perfect for Spring Reading,$0.00
4.5 out of 5 stars,Beloved (Vintage International),$12.99
4.4 out of 5 stars,The Glow Up (Franklin U Book 5),$0.00
4.6 out of 5 stars,The Crimes of Clearwell Castle: A 1920s Mystery (Lord Edgington Investigates... Book 7),$0.00
4.8 out of 5 stars,"Alcoholics Anonymous, Fourth Edition: The official ""Big Book"" from Alcoholic Anonymous",$5.49
4.7 out of 5 stars,Letting Go: The Pathway of Surrender,$9.99
4.3 out of 5 stars,The Billionaire Affair (In Too Deep Book 1),$0.00
4.7 out of 5 stars,Bad Vibes Only: (and Other Things I Bring to the Table),$12.99
4.6 out of 5 stars,Blood of Elves (The Witcher Book 3 / The Witcher Saga Novels Book 1),$7.99
4.6 out of 5 stars,Firstborn: The Complete Series,$0.00
4.8 out of 5 stars,The Unbreakable Bladesong Druid (The Guild Codex: Unveiled Book 4),$0.00
4.6 out of 5 stars,"Built from Broken: A Science-Based Guide to Healing Painful Joints, Preventing Injuries, and Rebuilding Your Body",$0.00
4.5 out of 5 stars,"The Good Nurse: A True Story of Medicine, Madness, and Murder",$8.99
4.5 out of 5 stars,Cocoa Beach Reunion (Sweeney House Book 3),$0.00
4.8 out of 5 stars,The Parkers' Players Box Set,$0.00
4.6 out of 5 stars,The World Played Chess: A Novel,$0.00
4.4 out of 5 stars,A Dress of Violet Taffeta,$9.99
4.5 out of 5 stars,Cage of Souls: Shortlisted for the Arthur C. Clarke Award 2020,$0.00
4.7 out of 5 stars,Gallows Bridge (The Harlequin Crew Book 5),$0.00
4.6 out of 5 stars,The City of Brass: A Novel (The Daevabad Trilogy),$11.99
4.8 out of 5 stars,Battle for the American Mind: Uprooting a Century of Miseducation,$12.99
4.7 out of 5 stars,Sin & Salvation (Demigods of San Francisco Book 3),$0.00
4.4 out of 5 stars,The Perfect Couple,$9.99
4.8 out of 5 stars,Battle Ground (Dresden Files Book 17),$9.99
4.3 out of 5 stars,Love Marriage: A Novel,$14.99
4.5 out of 5 stars,The Color of Magic: A Novel of Discworld,$7.99
4.4 out of 5 stars,Sand (The Sand Chronicles),$9.99
4.7 out of 5 stars,"Gotta Be Bayou (Badges of the Bayou): a grumpy-sunny, stuck together, small town rom com",$0.00
4.7 out of 5 stars,Caught by Love: Archer Steele (The Steeles at Silver Island Book 3),$5.99
4.2 out of 5 stars,"Edge of Eternity (The Century Trilogy, Book 3)",$9.99
4.1 out of 5 stars,Noble Beginnings: A Thriller (Jack Noble Book 1),$0.00
4.3 out of 5 stars,A Cleverly (Un)contrived Compromise: A Pride & Prejudice Variation (Love's Little Helpers),$0.00
4.6 out of 5 stars,Winter in Paradise,$9.99
4.3 out of 5 stars,The Local: A Legal Thriller,$13.99
4.5 out of 5 stars,The Confidence of Wildflowers (Wildflower Duet Book 1),$0.00
4.7 out of 5 stars,Still Beating,$0.00
4.5 out of 5 stars,Second Chance Rival,$4.99
4.7 out of 5 stars,Skysworn (Cradle Book 4),$0.00
4.9 out of 5 stars,"The Trials of Apollo, Book Five: The Tower of Nero",$9.99
4.2 out of 5 stars,Ghosted: A Novel,$9.99
4.1 out of 5 stars,The Last House on Needless Street,$11.99
4.5 out of 5 stars,Hollows Grove (A Holinight Novella),$0.00
4.4 out of 5 stars,Memories of a Life: Colten & Josie: Part Two (Life Series Duet Book 2),$0.00
4.4 out of 5 stars,Midnight Oath (Tasarov Bratva Book 1),$0.00
4.5 out of 5 stars,Knot All Is Lost: Part 2 (Knot All Is Omegaverse),$0.00
4.6 out of 5 stars,Fair Game: A Yorkshire Murder Mystery (DCI Harry Grimm Crime Thrillers Book 11),$0.00
4.4 out of 5 stars,Reckless (Adventures in Love Book 3),$0.00
4.6 out of 5 stars,The Last One You Loved,$0.00
4.5 out of 5 stars,Ether War: The Complete Series (John Walker Box Sets),$0.00
4.4 out of 5 stars,Jade City (The Green Bone Saga Book 1),$9.99
4.6 out of 5 stars,The Time of Contempt (The Witcher Book 4 / The Witcher Saga Novels Book 2),$9.99
4.5 out of 5 stars,Remember Love: Devlin's Story (A Ravenswood Novel Book 1),$14.99
4.6 out of 5 stars,Path of Deceit,$10.99
4.2 out of 5 stars,Jekyll: A Dark Romance (Stalked by a Monster),$0.00
4.7 out of 5 stars,Resort at Castaway Bay: Hide and Seek,$0.00
4.5 out of 5 stars,Tom Clancy Shadow of the Dragon (A Jack Ryan Novel Book 20),$9.99
4.7 out of 5 stars,Grave Robbers (Coastal Fury Book 29),$0.00
4.4 out of 5 stars,BREN : Secrets and Lies Series Book 4,$0.00
4.3 out of 5 stars,Protecting You: A Small Town Romance (The Bailey Brothers Book 1),$0.00
4.6 out of 5 stars,Grimm (Iron Horse Legacy Book 7),$4.99
4.5 out of 5 stars,Shadow and Bone (The Shadow and Bone Trilogy Book 1),$9.99
4.7 out of 5 stars,City of Ashes (The Mortal Instruments Book 2),$10.99
4.4 out of 5 stars,Bet You (Franklin U Book 4),$0.00
4.5 out of 5 stars,W. E. B. Griffin Rogue Asset by Andrews & Wilson (A Presidential Agent Novel Book 9),$9.99
4.5 out of 5 stars,Growing Wild in the Shade: A Mags Munroe Story (The Mags Munroe Series Book 2),$0.00
4.7 out of 5 stars,Into the Narrowdark (Last King of Osten Ard Book 3),$14.99
4.7 out of 5 stars,Improbably Yours: A Novel,$0.00
4.5 out of 5 stars,Dead or Alive (A Jack Ryan Novel Book 10),$7.99
4.6 out of 5 stars,"My Ex-Best friend's Daughter: An Age Gap, Surprise Pregnancy Romance (Silver Fox Daddies)",$0.00
4.7 out of 5 stars,I Am Pilgrim: A Thriller,$13.99
4.4 out of 5 stars,The Kill Artist (Gabriel Allon Book 1),$2.99
4.3 out of 5 stars,Hidden: An Exciting Novel of Suspense (A Lost and Found Novel Book 1),$0.00
4.6 out of 5 stars,Nightfall (The Kingfall Histories Book 4),$0.00
4.7 out of 5 stars,Just a Touch Away,$9.99
4.5 out of 5 stars,Siege and Storm (The Shadow and Bone Trilogy Book 2),$9.99
4.6 out of 5 stars,Unexpected Queen,$0.00
4.4 out of 5 stars,Properties of Thirst,$6.99
4.5 out of 5 stars,Captivated By You: A One-night Stand Workplace Billionaire Romance (The Kingcaid Billionaires Book 1),$0.00
4.7 out of 5 stars,The House Witch 2: A Humorous Romantic Fantasy,$0.00
4.2 out of 5 stars,No One Crosses the Wolf: A Memoir,$0.00
4.6 out of 5 stars,Pretty Incredible (Pine Village Book 1),$0.00
4.1 out of 5 stars,A Safe House (A Stone Barrington Novel Book 61),$14.99
4.4 out of 5 stars,Heart of Hope: A Small Town Romance,$0.00
4.2 out of 5 stars,Book of Night,$14.99
4.7 out of 5 stars,The Bear's Forbidden Love (A Second Chance at Bear Creek Lodge Book 2),$0.00
4.3 out of 5 stars,The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,$3.99
4.7 out of 5 stars,The Book Thief,$10.99
4.5 out of 5 stars,Colton: A Brash Brothers Billionaire Romance (The Brash Brothers Book 3),$0.00
4.5 out of 5 stars,Ours (Blood Ties Book 3),$0.00
4.6 out of 5 stars,Kindred,$9.99
4.7 out of 5 stars,Far and Away (Uplink Squadron Book 4),$0.00
4.6 out of 5 stars,The Price of Time: The Real Story of Interest,$9.24
4.5 out of 5 stars,Isekai Tensei: Recruited to Another World Volume 1,$6.99
4.6 out of 5 stars,Searching for Elsie (Eagle Point Search & Rescue Book 2),$4.99
4.7 out of 5 stars,Agatha Christie: An Elusive Woman,$19.95
4.7 out of 5 stars,Spring Will Come (# 3 in the Bregdan Chronicles Historical Fiction Romance Series),$0.00
4.4 out of 5 stars,Baby for the Bosshole,$0.00
4.5 out of 5 stars,When Women Were Dragons: A Novel,$13.99
4.2 out of 5 stars,The 7 1/2 Deaths of Evelyn Hardcastle,$0.00
4.6 out of 5 stars,The Light to My Darkness (The Hunted Series Book 6),$0.00
4.7 out of 5 stars,Powers and Thrones: A New History of the Middle Ages,$13.99
4.4 out of 5 stars,Noble Intentions: A Jack Noble Thriller,$0.00
4.5 out of 5 stars,Owners & Dolls,$0.00
4.6 out of 5 stars,The Happy Ever After Playlist (The Friend Zone Book 2),$9.99
4.7 out of 5 stars,Soulsmith (Cradle Book 2),$0.00
4.6 out of 5 stars,Hideaway: A Novel,$9.99
4.5 out of 5 stars,A Bride for the Beast: A Curvy Girl Monster Romance (Monster Between the Sheets),$0.00
4.4 out of 5 stars,When We Had Wings,$14.99
4.5 out of 5 stars,Eternal,$13.99
4.6 out of 5 stars,Descend to Darkness: A Krewe of Hunters Novella,$2.99
4.1 out of 5 stars,"The Last Nazi: a spy thriller (A Joe Johnson Thriller, Book 1)",$0.00
4.7 out of 5 stars,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,$9.99
4.4 out of 5 stars,The Boy from the Woods,$11.99
4.5 out of 5 stars,These Silent Woods: A Novel,$11.99
4.4 out of 5 stars,Light Through the Vines (Escape to France),$0.00
4.6 out of 5 stars,A Dream of Wings & Flame: A LitRPG Adventure,$0.00
4.6 out of 5 stars,Essentialism: The Disciplined Pursuit of Less,$12.99
4.4 out of 5 stars,A Life Without Water,$2.99
4.6 out of 5 stars,Nine Dragons (A Harry Bosch Novel Book 14),$10.99
4.2 out of 5 stars,One Year Gone: A Novel,$0.00
4.4 out of 5 stars,Knot my Alphas (Solveig Pack Book 2),$0.00
4.7 out of 5 stars,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,$2.99
4.8 out of 5 stars,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 17 (light novel)",$8.99
4.7 out of 5 stars,Dark Sky (A Joe Pickett Novel Book 21),$9.99
4.3 out of 5 stars,How Not to Drown in a Glass of Water: A Novel,$14.99
4.6 out of 5 stars,"Designing Your Life: How to Build a Well-Lived, Joyful Life",$12.99
4.3 out of 5 stars,Magnolia Parks (Magnolia Parks Universe Book 1),$9.49
4.6 out of 5 stars,Rotten to the Core (A Lady Hardcastle Mystery Book 8),$0.00
4.7 out of 5 stars,One Vote for Murder: Dr. Maxwell Thornton Murder Mysteries,$4.99
4.7 out of 5 stars,How I Stole the Princess's White Knight and Turned Him to Villainy: Miracle 2,$0.00
4.6 out of 5 stars,Hawaii: A Novel,$13.99
4.2 out of 5 stars,War Of Lanka (Ram Chandra Series Book 4),$12.99
4.3 out of 5 stars,The Rumor: A Novel,$9.99
4.6 out of 5 stars,When Darkness Falls (Violet Darger FBI Mystery Thriller Book 10),$0.00
4.0 out of 5 stars,The Goldfinch: A Novel (Pulitzer Prize for Fiction),$13.99
4.6 out of 5 stars,Iona Iverson's Rules for Commuting: A Novel,$14.99
4.6 out of 5 stars,A Time to Kill: A Novel (Jake Brigance Book 1),$9.99
4.9 out of 5 stars,"Praying Like Monks, Living Like Fools: An Invitation to the Wonder and Mystery of Prayer",$9.99
4.3 out of 5 stars,Concealed in Shadow: A Cassie Quinn Mystery,$0.00
4.7 out of 5 stars,The Trouble with Peace (The Age of Madness Book 2),$9.99
4.3 out of 5 stars,Hell of a Book: A Novel,$11.99
4.6 out of 5 stars,"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery",$0.00
4.5 out of 5 stars,Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,$16.99
4.8 out of 5 stars,Destiny of a Prince: The Silvan Book VI,$0.00
4.5 out of 5 stars,Pleasantly Pursued (Bradwell Brothers Book 2),$0.00
4.5 out of 5 stars,Wrath & Reign: A Villain Paranormal Romance Complete Series,$0.00
4.8 out of 5 stars,Leviathan: Tales of the Were - Grizzly Cove (Trident Trilogy Book 3),$4.99
4.6 out of 5 stars,Robert Ludlum's The Blackbriar Genesis (A Blackbriar Novel Book 1),$14.99
4.7 out of 5 stars,Baptism of Fire (The Witcher Book 5 / The Witcher Saga Novels Book 3),$9.99
4.8 out of 5 stars,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,$13.99
4.3 out of 5 stars,My Dark Vanessa: A Novel,$14.99
4.5 out of 5 stars,The Last Sentinel (Clayton White Book 2),$0.00
4.6 out of 5 stars,Harbour Street: A Vera Stanhope Mystery,$11.99
4.2 out of 5 stars,The Family Home: An absolutely gripping psychological thriller with a breathtaking twist,$0.00
4.7 out of 5 stars,Angels Flight (A Harry Bosch Novel Book 6),$9.99
4.5 out of 5 stars,The Dare (Briar U Book 4),$4.99
4.6 out of 5 stars,Savage Run (A Joe Pickett Novel Book 2),$8.99
4.7 out of 5 stars,Broken Beyond Repair: A Sapphic Celebrity Ice Queen Romance,$0.00
4.6 out of 5 stars,Relentless Biker (Whiskey Run: Guardians MC),$0.00
4.5 out of 5 stars,Against the Great Reset: Eighteen Theses Contra the New World Order,$15.99
4.3 out of 5 stars,The Tanglewood Tea Shop: A laugh out loud romantic comedy of new starts and finding home (Tanglewood Village series Book 1),$0.99
4.5 out of 5 stars,"Olive, Again: A Novel",$12.99
4.5 out of 5 stars,Covert Kill: A David Rivers Thriller (Shadow Strike Book 3),$0.00
4.6 out of 5 stars,A Closed and Common Orbit (Wayfarers Book 2),$14.99
4.5 out of 5 stars,Slaughterhouse-Five: A Novel,$7.99
4.2 out of 5 stars,The Willberry Inn (An Oak Harbor Series Book 1),$3.99
4.7 out of 5 stars,Steve Jobs,$16.99
4.5 out of 5 stars,Hour Game (King & Maxwell Series Book 2),$11.99
4.6 out of 5 stars,One of Us Is Lying,$10.99
4.6 out of 5 stars,Cold Dead Night (Brand of Justice Book 1),$0.00
4.5 out of 5 stars,A Curse of Blood & Stone (Fate & Flame Book 2),$5.99
4.4 out of 5 stars,Amethyst Witch (Stacy Justice Mysteries Book 1),$0.00
4.6 out of 5 stars,Real Tigers (Slough House Book 3),$9.99
4.6 out of 5 stars,Marx Girl,$0.00
4.3 out of 5 stars,The Mother-in-Law: A Novel,$9.99
4.6 out of 5 stars,Bitter Sweet Heart,$0.00
4.5 out of 5 stars,Free the Darkness (King's Dark Tidings Book 1),$0.00
4.3 out of 5 stars,"Ruin (Dark Island Scots, #1)",$0.00
4.5 out of 5 stars,Whisper of Bones: A Cassie Quinn Mystery,$0.00
4.6 out of 5 stars,The Reversal (A Lincoln Lawyer Novel Book 3),$10.99
4.4 out of 5 stars,Bloomsbury Girls: A Novel,$14.99
4.6 out of 5 stars,End of Days: A Pike Logan Novel (A Pike Logan Thriller Book 16),$9.99
4.5 out of 5 stars,The Magic of Discovery: Emerald Lakes Book One,$0.00
4.0 out of 5 stars,Truly Madly Guilty,$10.99
4.6 out of 5 stars,False Flag (Jason Trapp Book 2),$0.00
4.5 out of 5 stars,Bossy Grump: An Enemies to Lovers Romance (Bad Chicago Bosses),$0.00
4.8 out of 5 stars,"Fallen Wishes (Ellie Jordan, Ghost Trapper Book 17)",$4.99
4.6 out of 5 stars,Kulti,$0.00
4.5 out of 5 stars,Memphis: A Novel,$13.99
4.8 out of 5 stars,Dawnshard: From the Stormlight Archive,$7.99
4.5 out of 5 stars,Fatal Witness: The heart-stopping new Erika Foster crime thriller! (Detective Erika Foster Book 7),$0.00
4.4 out of 5 stars,The Order: A Novel (Gabriel Allon Book 20),$9.99
4.2 out of 5 stars,Making Waves (Franklin U Book 7),$0.00
4.4 out of 5 stars,I Choose Darkness: A Holiday Essay,$0.00
4.4 out of 5 stars,Washed In Blood (Heaven's Guardians MC Book 1),$0.00
,"Penn Statements, Vol. 41",$10.57
4.6 out of 5 stars,Along Came a Spider (Alex Cross Book 1),$0.00
4.4 out of 5 stars,Bitten by Death (Vegas Immortals: Death and the Last Vampire Book 1),$0.00
4.0 out of 5 stars,The Fantasy League: A Fake Dating Sports Romance (The League Book 1),$0.00
4.5 out of 5 stars,Faking Ms. Right: A Hot Romantic Comedy (Dirty Martini Running Club Book 1),$0.00
4.7 out of 5 stars,Ghostwater (Cradle Book 5),$0.00
4.3 out of 5 stars,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,$14.99
4.3 out of 5 stars,Knot So Perfect Omega: A Standalone Omegaverse Romance (Omega Match),$0.00
4.5 out of 5 stars,The Book of Form and Emptiness: A Novel,$12.99
