book_rating,book_title,kindle_price
4.8 out of 5 stars,12 Rules for Life: An Antidote to Chaos,$15.99
4.3 out of 5 stars,Beyond the Moonlit Sea: A Novel,$0.00
4.7 out of 5 stars,The Great Alone: A Novel,$11.99
4.7 out of 5 stars,Adrift (A Tempest Island Novel Book 2),$5.99
4.7 out of 5 stars,Crown of Midnight (Throne of Glass Book 2),$6.65
4.3 out of 5 stars,The Teacher of Nothing,$4.99
4.6 out of 5 stars,Losing Hope: A Novel (Hopeless Book 2),$11.99
4.3 out of 5 stars,What Happened to the Bennetts,$11.99
4.8 out of 5 stars,What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions,$15.99
4.2 out of 5 stars,Act of Oblivion: A Novel,$14.99
4.7 out of 5 stars,Tower of Dawn (Throne of Glass Book 6),$6.55
4.6 out of 5 stars,The Redo,$0.00
4.6 out of 5 stars,In a Jam,$0.00
4.7 out of 5 stars,The Fires of Heaven: Book Five of 'The Wheel of Time',$9.99
4.7 out of 5 stars,My Quiet Blacksmith Life in Another World: Volume 4,$6.99
4.9 out of 5 stars,Harry Potter and the Half-Blood Prince,$0.00
4.6 out of 5 stars,God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2),$0.00
4.6 out of 5 stars,Escape (A Billy Harney Thriller Book 3),$14.99
4.6 out of 5 stars,The Dark Hours,$11.99
4.1 out of 5 stars,Wolf Hall: A Novel,$11.99
4.6 out of 5 stars,Billy Summers,$14.99
4.6 out of 5 stars,Tom Clancy Zero Hour (A Jack Ryan Jr. Novel Book 9),$14.99
4.9 out of 5 stars,Ascendance of a Bookworm: Part 4 Volume 9,$7.99
4.1 out of 5 stars,This Time Tomorrow: A Novel,$14.99
4.8 out of 5 stars,I'm the Evil Lord of an Intergalactic Empire! (Light Novel) Vol. 3,$8.49
4.2 out of 5 stars,Rock Paper Scissors: A Novel,$11.99
4.6 out of 5 stars,Nora Goes Off Script,$14.99
4.2 out of 5 stars,The Other Emily,$0.00
4.6 out of 5 stars,Sapiens: A Brief History of Humankind,$14.99
4.2 out of 5 stars,Chasing Love: A Best Friends Brother Romance (Dark Love Series Book 1),$0.00
4.4 out of 5 stars,Great Circle: A novel,$12.99
4.4 out of 5 stars,Their Vicious Darling (Vicious Lost Boys Book 3),$0.00
4.7 out of 5 stars,Dragons and Demons (King's Dark Tidings Book 5),$0.00
4.6 out of 5 stars,Zodiac Academy 5: Cursed Fates,$0.00
4.6 out of 5 stars,The Alice Network: A Novel,$10.99
4.7 out of 5 stars,The Eye of the World: Book One of The Wheel of Time,$9.99
4.7 out of 5 stars,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,$6.82
4.5 out of 5 stars,When It Falls Apart (The D'Angelos Book 1),$0.00
4.5 out of 5 stars,The Guncle,$10.99
4.5 out of 5 stars,The Ritual: A Dark College Romance,$0.00
4.4 out of 5 stars,What Hunts Inside the Shadows (Of Flesh & Bone Series Book 2),$0.00
4.6 out of 5 stars,Romancing Mister Bridgerton (Bridgertons Book 4),$7.99
4.5 out of 5 stars,Mr Masters (Mr. Book 1),$0.00
4.7 out of 5 stars,Knife of Dreams: Book Eleven of 'The Wheel of Time',$9.99
4.5 out of 5 stars,Across the Sand (The Sand Chronicles),$14.99
4.4 out of 5 stars,The Night Watchman: A Novel,$12.99
4.4 out of 5 stars,The Locked Door: A gripping psychological thriller with a jaw-dropping twist,$0.00
4.8 out of 5 stars,Can't Hurt Me: Master Your Mind and Defy the Odds,$9.99
4.6 out of 5 stars,Killer Memo (Stella Knox FBI Mystery Series Book 5),$0.00
4.4 out of 5 stars,Hooked (Never After Series),$0.00
4.6 out of 5 stars,Start A War (Saint View Psychos Book 1),$0.00
4.5 out of 5 stars,One Bossy Dare: An Enemies to Lovers Romance,$0.00
4.5 out of 5 stars,Mistakes Were Made: A Novel,$10.99
4.5 out of 5 stars,Flawless: A Small Town Enemies to Lovers Romance,$0.00
4.3 out of 5 stars,What Lies Beyond the Veil (Of Flesh & Bone Series Book 1),$0.00
4.7 out of 5 stars,The House in the Cerulean Sea,$12.99
4.8 out of 5 stars,Irresistible Trouble (Copper Valley Fireballs Book 4),$0.00
4.6 out of 5 stars,Shantaram: A Novel,$12.99
4.6 out of 5 stars,A Queen of Ruin (Deliciously Dark Fairytales Book 4),$0.00
4.6 out of 5 stars,Zodiac Academy 7: Heartless Sky,$0.00
4.4 out of 5 stars,Excuse Me While I Disappear: Tales of Midlife Mayhem,$4.99
4.3 out of 5 stars,A Cosmic Kind of Love,$7.99
4.8 out of 5 stars,Greywaren (The Dreamer Trilogy #3),$12.99
4.3 out of 5 stars,My Killer Vacation,$4.99
4.8 out of 5 stars,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",$9.99
4.5 out of 5 stars,Rizzoli & Isles: Listen to Me: A Novel,$14.99
4.4 out of 5 stars,Crossroads of Twilight: Book Ten of 'The Wheel of Time',$9.99
4.7 out of 5 stars,Mistborn: The Final Empire,$9.99
4.5 out of 5 stars,Ignite: A Grumpy Single Dad Romance,$0.00
4.4 out of 5 stars,A Spanish Sunrise: A Novel,$0.00
4.8 out of 5 stars,Final Heir (Jane Yellowrock Book 15),$8.99
4.7 out of 5 stars,"Come On, Man!: The Truth About Joe Biden's Terrible, Horrible, No-Good, Very Bad Presidency",$14.99
4.2 out of 5 stars,Oh William!: A Novel,$12.99
4.5 out of 5 stars,Blindsided: A Best Friends to Lovers Standalone,$0.00
4.5 out of 5 stars,Hamnet,$13.99
4.8 out of 5 stars,A Memory of Light: Book Fourteen of The Wheel of Time,$9.99
4.6 out of 5 stars,Zodiac Academy 4: Shadow Princess,$0.00
4.7 out of 5 stars,Empire of Pain: The Secret History of the Sackler Dynasty,$12.99
4.5 out of 5 stars,The Oppermanns,$11.99
4.2 out of 5 stars,Black Dog (A Stone Barrington Novel Book 62),$14.99
4.6 out of 5 stars,A Crown of Swords: Book Seven of 'The Wheel of Time',$9.99
4.6 out of 5 stars,A Man Called Ove: A Novel,$12.99
4.7 out of 5 stars,Bake Off (Maddie Baker Book 2),$4.99
4.6 out of 5 stars,Captive (Eve Duncan),$14.99
4.6 out of 5 stars,Payne's Goddess (Hunters Creek Archangel's Warriors MC Book 7),$0.00
4.4 out of 5 stars,Twisted Hate: An Enemies with Benefits Romance,$0.00
4.7 out of 5 stars,Zodiac Academy 6: Fated Throne,$0.00
4.6 out of 5 stars,American Dirt (Oprah's Book Club): A Novel,$0.00
4.3 out of 5 stars,The Peripheral (The Jackpot Trilogy Book 1),$8.99
4.8 out of 5 stars,Awaken Online: Armageddon,$0.00
4.8 out of 5 stars,The Primal Hunter 3: A LitRPG Adventure,$0.00
4.2 out of 5 stars,Things We Do in the Dark: A Novel,$14.99
4.6 out of 5 stars,Friends Lost and Found: Book Seven of the Joe Beck Series,$0.00
4.7 out of 5 stars,"The Big Bang Theory: The Definitive, Inside Story of the Epic Hit Series",$14.99
4.4 out of 5 stars,The Spanish Love Deception: A Novel,$9.99
4.5 out of 5 stars,Beartown: A Novel (Beartown Series),$12.99
4.7 out of 5 stars,The 48 Laws of Power,$16.99
4.5 out of 5 stars,Fellowship Point: A Novel,$14.99
4.5 out of 5 stars,A Million Kisses in Your Lifetime: A Lancaster Prep Novel,$0.00
4.6 out of 5 stars,Executive Order (Alex Mason Book 6),$0.00
4.8 out of 5 stars,The Path of Ascension: A LitRPG Adventure,$0.00
4.4 out of 5 stars,The Sweetness of Water (Oprah's Book Club): A Novel,$11.99
4.3 out of 5 stars,"June, Reimagined: A Novel",$4.99
5.0 out of 5 stars,"Medical Medium Brain Saver Protocols, Cleanses & Recipes: For Neurological, Autoimmune & Mental Health",$21.99
4.4 out of 5 stars,Never Meant to Meet You: A Novel,$0.00
4.7 out of 5 stars,The Wish,$11.99
4.5 out of 5 stars,Harrow the Ninth (The Locked Tomb Series Book 2),$12.99
4.6 out of 5 stars,Hades (Sentinel Security Book 2),$0.00
4.6 out of 5 stars,Murder at the Serpentine Bridge: A Riveting New Regency Historical Mystery (A Wrexford & Sloane Mystery Book 6),$5.99
4.2 out of 5 stars,The Kiss Curse: A Novel,$10.99
4.3 out of 5 stars,The Final Equinox: A Theo Cray and Jessica Blackwood Thriller,$0.00
4.6 out of 5 stars,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,$16.99
4.0 out of 5 stars,When McKinsey Comes to Town: The Hidden Influence of the World's Most Powerful Consulting Firm,$14.99
4.7 out of 5 stars,Never Trust the Living (Battle Crows MC Book 7),$5.99
4.8 out of 5 stars,Harry Potter and the Sorcerer's Stone,$0.00
4.7 out of 5 stars,The Stand,$9.99
4.5 out of 5 stars,Devil of Dublin: A Dark Irish Mafia Romance,$0.00
4.6 out of 5 stars,"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed",$11.99
4.4 out of 5 stars,Spells for Forgetting: A Novel,$13.99
4.6 out of 5 stars,Mark of the Fool: A Progression Fantasy Epic,$0.00
4.8 out of 5 stars,Towers of Midnight: Book Thirteen of The Wheel of Time,$9.99
4.6 out of 5 stars,The Summer I Turned Pretty (Summer Series Book 1),$8.99
4.4 out of 5 stars,Anxious People: A Novel,$12.99
4.1 out of 5 stars,The Hunt: A Decker/Lazarus Novel (Peter Decker and Rina Lazarus Book 27),$14.99
4.4 out of 5 stars,Plum Island (John Corey Book 1),$0.00
4.4 out of 5 stars,The Raven Song: A Novel (A Conspiracy of Magic Book 2),$0.00
4.5 out of 5 stars,Then She Was Gone: A Novel,$12.99
4.3 out of 5 stars,Zodiac Academy: The Awakening,$0.00
4.7 out of 5 stars,"The Awakening: The Dragon Heart Legacy, Book 1",$11.99
4.8 out of 5 stars,Finding Me: A Memoir,$14.99
4.7 out of 5 stars,Santa's Little Yelpers: An Andy Carpenter Mystery (An Andy Carpenter Novel Book 26),$13.99
4.5 out of 5 stars,Mr Garcia (Mr Series),$0.00
4.6 out of 5 stars,Game On: Tempting Twenty-Eight (Stephanie Plum Book 28),$13.99
4.5 out of 5 stars,Mr Spencer (Mr. Book 2),$0.00
4.5 out of 5 stars,Persuader: A Jack Reacher Novel,$9.99
4.8 out of 5 stars,"Freya: The Tempests, Book 6",$0.00
4.6 out of 5 stars,Play With Me (Playing For Keeps Book 2),$0.00
4.7 out of 5 stars,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,$13.99
4.6 out of 5 stars,Worth Dying For: A Jack Reacher Novel,$9.99
4.4 out of 5 stars,Vow of the Shadow King (Bride of the Shadow King Book 2),$0.00
4.8 out of 5 stars,Never Split the Difference: Negotiating As If Your Life Depended On It,$18.99
4.7 out of 5 stars,To Stand Defiant,$0.00
4.6 out of 5 stars,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,$14.99
4.7 out of 5 stars,Centers of Gravity (Frontlines Book 8),$0.00
4.4 out of 5 stars,Summer Island: A Novel,$8.99
4.1 out of 5 stars,The Summer Place: A Novel,$14.99
4.6 out of 5 stars,Gilded Girl,$4.99
4.7 out of 5 stars,Only Bad Options: A Galactic Bonds book,$7.99
4.4 out of 5 stars,The Dead Romantics,$9.99
4.8 out of 5 stars,The Gathering Storm: Book Twelve of the Wheel of Time,$9.99
4.2 out of 5 stars,The Last Lie Told (Finley O’Sullivan Book 1),$0.00
4.6 out of 5 stars,Help Me Remember: A Brother's Best Friend Romantic Suspense (Rose Canyon Book 1),$0.00
4.6 out of 5 stars,The Book Woman of Troublesome Creek: A Novel,$7.59
4.7 out of 5 stars,Sierra Six (Gray Man Book 11),$11.99
4.5 out of 5 stars,The Book Club On Waverly Lane,$6.99
4.4 out of 5 stars,"American Midnight: The Great War, a Violent Peace, and Democracy's Forgotten Crisis",$15.99
4.5 out of 5 stars,Capital Justice: A Legal Thriller (Sam Johnstone Book 4),$0.00
4.6 out of 5 stars,It's Not Summer Without You (Summer Series Book 2),$9.99
4.6 out of 5 stars,Us Against You: A Novel (Beartown Series),$13.99
4.8 out of 5 stars,Orbs of Wisdom: An epic fantasy novel (Dragon Gate Book 6),$0.00
4.6 out of 5 stars,Her Bleeding Heart: An absolutely gripping and addictive serial killer thriller (Detectives Kane and Alton Book 16),$4.99
4.7 out of 5 stars,Defiance of the Fall 6: A LitRPG Adventure,$0.00
4.4 out of 5 stars,Scandalized,$0.00
4.5 out of 5 stars,This Place of Wonder: A Novel,$0.00
4.2 out of 5 stars,The Many Daughters of Afong Moy: A Novel,$14.99
4.7 out of 5 stars,The Ballad of Never After (Once Upon a Broken Heart Book 2),$10.99
4.6 out of 5 stars,Suspects,$14.99
4.7 out of 5 stars,Gray Tidings (Black Hat Bureau Book 6),$0.00
4.6 out of 5 stars,Winter's Heart: Book Nine of The Wheel of Time,$9.99
4.6 out of 5 stars,Heat 2: A Novel,$12.99
4.4 out of 5 stars,Rules of Civility: A Novel,$13.99
4.4 out of 5 stars,Making the Match: A River Rain Novel,$5.99
4.7 out of 5 stars,Dissonance: A LitRPG Adventure (Unbound Book 1),$0.00
4.3 out of 5 stars,"The Inn on Harmony Island: A Sweet, Small Town, Southern Romance (Sweet Tea and a Southern Gentleman Book 1)",$3.99
4.6 out of 5 stars,Winter Garden,$0.00
4.7 out of 5 stars,Hunger: A LitRPG Adventure (Unbound Book 3),$0.00
4.6 out of 5 stars,The Brawl (Calamity Montana),$0.00
4.5 out of 5 stars,The Belle of Belgrave Square (Belles of London Book 2),$10.99
4.6 out of 5 stars,"Tempted by Love: Jack ""Jock"" Steele (The Steeles at Silver Island Book 1)",$4.99
4.7 out of 5 stars,The Great Hunt: Book Two of 'The Wheel of Time',$9.99
4.7 out of 5 stars,Abandoned in Death,$9.99
4.6 out of 5 stars,We'll Always Have Summer (Summer Series Book 3),$9.99
4.6 out of 5 stars,It Ends With Violence (Saint View Psychos Book 3),$0.00
4.6 out of 5 stars,The Inheritance Games,$10.99
4.2 out of 5 stars,The Guilty Husband: An utterly gripping psychological thriller with a jaw-dropping twist!,$2.99
4.5 out of 5 stars,Dr. Off Limits,$4.99
4.6 out of 5 stars,Zodiac Academy 3: The Reckoning,$0.00
4.7 out of 5 stars,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love: The New Science of Adult Attachment and How It Can Help You Find--and Keep-- Love,$12.99
4.7 out of 5 stars,Say You Swear,$0.00
4.3 out of 5 stars,Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus Book 1),$8.54
4.6 out of 5 stars,Love Me (WITSEC Book 3),$0.00
4.6 out of 5 stars,Eight Ball (Starship for Sale Book 6),$0.00
4.8 out of 5 stars,He Who Fights with Monsters 6: A LitRPG Adventure,$0.00
4.8 out of 5 stars,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",$9.11
4.8 out of 5 stars,Fields of Fire (Backyard Starship Book 9),$0.00
4.2 out of 5 stars,Two Nights in Lisbon: A Novel,$14.99
4.3 out of 5 stars,When She Returned,$0.00
4.4 out of 5 stars,The Family Upstairs: A Novel,$12.99
4.5 out of 5 stars,Dr. Off Limits,$4.99
4.6 out of 5 stars,Zodiac Academy 3: The Reckoning,$0.00
4.7 out of 5 stars,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love: The New Science of Adult Attachment and How It Can Help You Find--and Keep-- Love,$12.99
4.7 out of 5 stars,Say You Swear,$0.00
4.3 out of 5 stars,Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus Book 1),$8.54
4.6 out of 5 stars,Love Me (WITSEC Book 3),$0.00
4.6 out of 5 stars,Eight Ball (Starship for Sale Book 6),$0.00
4.8 out of 5 stars,He Who Fights with Monsters 6: A LitRPG Adventure,$0.00
4.8 out of 5 stars,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",$9.11
4.8 out of 5 stars,Fields of Fire (Backyard Starship Book 9),$0.00
4.2 out of 5 stars,Two Nights in Lisbon: A Novel,$14.99
4.3 out of 5 stars,When She Returned,$0.00
4.4 out of 5 stars,The Family Upstairs: A Novel,$12.99
4.3 out of 5 stars,Mafia Lust: Age Gap Forbidden Romance Standalone,$0.00
4.5 out of 5 stars,The Mistake (Off-Campus Book 2),$4.99
4.7 out of 5 stars,The Last Graduate: A Novel (The Scholomance Book 2),$12.99
4.3 out of 5 stars,The Never King (Vicious Lost Boys Book 1),$0.00
3.9 out of 5 stars,The Club: A Novel,$13.99
4.8 out of 5 stars,"The Stormlight Archive, Books 1-3: The Way of Kings, Words of Radiance, Oathbringer",$25.58
4.1 out of 5 stars,"Forever, Interrupted: A Novel",$1.99
4.3 out of 5 stars,The Secret History (Vintage Contemporaries),$12.99
4.2 out of 5 stars,Temptation (The Hunted Series Book 1),$0.00
4.6 out of 5 stars,A Deadly Education: A Novel (The Scholomance Book 1),$11.99
4.6 out of 5 stars,The Score (Off-Campus Book 3),$4.99
4.5 out of 5 stars,A Little Life: A Novel,$10.99
4.4 out of 5 stars,Butt-dialing the Billionaire,$4.99
4.0 out of 5 stars,The Ex Hex: A Novel,$12.49
4.6 out of 5 stars,This Tender Land: A Novel,$12.99
4.4 out of 5 stars,Faking with Benefits : A Friends to Lovers Reverse Harem Romance,$0.00
4.5 out of 5 stars,The Dawn of Everything: A New History of Humanity,$0.00
4.5 out of 5 stars,The Dark One (Vicious Lost Boys Book 2),$0.00
4.5 out of 5 stars,Kingdom of the Wicked,$10.99
4.5 out of 5 stars,Scoring Chance (Carolina Comets),$0.00
4.6 out of 5 stars,Weapons of Mass Delusion: When the Republican Party Lost Its Mind,$15.99
4.8 out of 5 stars,The Two Towers: Being the Second Part of The Lord of the Rings,$12.99
4.7 out of 5 stars,Tracker (Hell's Handlers MC Florida Chapter Book 3),$0.00
4.6 out of 5 stars,Stop Ghosting Me,$0.00
4.6 out of 5 stars,The HellBeast's Claim (The HellBeast King Book 4),$0.00
4.6 out of 5 stars,A Good Girl's Guide to Murder,$8.99
4.6 out of 5 stars,Holding the Line: Inside the Nation's Preeminent US Attorney's Office and Its Battle with the Trump Justice Department,$15.99
4.6 out of 5 stars,CIRCE,$11.99
4.4 out of 5 stars,Two A Day: A Forbidden Standalone Sports Romance (Ballers and Babes Book 4),$0.00
4.6 out of 5 stars,Madness & Mayhem: An Accidental Pregnancy Romance (Blue Angels Motorcycle Club Book 3),$6.99
4.3 out of 5 stars,Misjudged: A Legal Thriller (Sam Johnstone Book 1),$0.00
4.8 out of 5 stars,About Time (The Time Police Book 4),$8.99
4.0 out of 5 stars,Counterfeit: A Novel,$14.99
4.8 out of 5 stars,The Record Keeper (A Murphy Shepherd Novel Book 3),$13.99
4.5 out of 5 stars,A Throne of Ruin (Deliciously Dark Fairytales Book 2),$0.00
4.1 out of 5 stars,The Candy House: A Novel,$14.99
4.4 out of 5 stars,Until You (Off-Limits),$0.00
4.5 out of 5 stars,Make You Mine: A Small Town Age Gap Romance (Honey Mountain Series Book 3),$0.00
4.6 out of 5 stars,Secret Baby for the Bikers: An MC Reverse Harem Romance (Screaming Eagles MC Book 2),$0.00
4.6 out of 5 stars,Bridgerton: The Duke and I (Bridgertons Book 1),$7.99
4.7 out of 5 stars,"A Clash of Kings (A Song of Ice and Fire, Book 2)",$9.99
4.6 out of 5 stars,Slammed: A Novel,$11.99
4.3 out of 5 stars,The Reunion,$0.00
4.8 out of 5 stars,Leviathan Falls (The Expanse Book 9),$14.99
4.5 out of 5 stars,The Matchmaker's Gift: A Novel,$14.99
4.3 out of 5 stars,Priest: A Love Story,$5.99
4.5 out of 5 stars,The Match,$14.99
4.3 out of 5 stars,The Silent Woman: A Thriller,$0.00
4.7 out of 5 stars,Man's Search for Meaning,$9.99
4.5 out of 5 stars,The Creek (Briar County Book 3),$0.00
4.7 out of 5 stars,The Name of the Wind (The Kingkiller Chronicle Book 1),$9.99
4.5 out of 5 stars,Fake It For Wealth (A Faux Love Novel Book 7),$0.00
4.7 out of 5 stars,The Well of Ascension: Book Two of Mistborn,$9.99
4.6 out of 5 stars,Going Too Far,$0.00
4.6 out of 5 stars,Half the Battle (Saint View Psychos Book 2),$0.00
4.8 out of 5 stars,Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 19,$8.49
4.5 out of 5 stars,The Wall of Winnipeg and Me,$4.99
4.7 out of 5 stars,The Addendum: A multi-generational romance (The Contract Series Book 4),$5.99
4.6 out of 5 stars,Crash & Carnage: An Opposites Attract Romance (Blue Angels Motorcycle Club Book 2),$6.99
4.8 out of 5 stars,Frank Herbert's Dune Saga Collection: Books 1 - 6,$54.99
4.5 out of 5 stars,The Violin Conspiracy: A Novel,$13.99
4.7 out of 5 stars,"The Wise Man's Fear (The Kingkiller Chronicle, Book 2)",$9.99
4.3 out of 5 stars,A Ruin of Roses (Deliciously Dark Fairytales Book 1),$0.00
4.7 out of 5 stars,Educated: A Memoir,$9.99
4.4 out of 5 stars,The Last Flight: A Novel,$9.48
